time,tx_hash,tx_to,captured_timestamp,grace_period
2023-11-19 18:30:08.578176,0x5e44896560c93ac0a35ac4c0d732c388b6fce8fffe0b5b87267dd7b9e0ebb81d,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700429403.123078,5.4550981521606445
2023-11-19 18:30:17.828206,0x5e44896560c93ac0a35ac4c0d732c388b6fce8fffe0b5b87267dd7b9e0ebb81d,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700429408.5781763,9.250030517578125
2023-11-19 18:46:05.680077,0xd01753484b99b85ac14122f5e8747fc727b8ed2cde061ca36ffd863e3b405d9d,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700430354.4866838,11.19339394569397
2023-11-19 18:53:08.865782,0x5c18c4266a751b7b69cbc9ebfe1fede0ad4a20ad06601ed3d3b51bd372dc33c7,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700430776.0031724,12.86260986328125
2023-11-19 19:02:44.783755,0xac2f671ad027607148f725e3710fc945fc70bbf4217bae291323d318901d1e53,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700431351.419334,13.364421367645264
2023-11-19 19:04:12.142846,0x3dd8fa0ed1bb702efaf4629e482aa989a26bce70c7adfdba6c75662f9101a942,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700431434.5553,17.587546825408936
2023-11-19 20:42:42.951351,0x4d1ca2600539a3ddf2646e334789a7ca9839b11b3e45686159e3c8efdbeb337e,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700437357.7669573,5.184393644332886
2023-11-19 20:42:55.660866,0x4d1ca2600539a3ddf2646e334789a7ca9839b11b3e45686159e3c8efdbeb337e,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700437362.951351,12.70951509475708
2023-11-19 20:53:05.724336,0x017c698071347fc71abbec8e5ecbafc06db524c298edbb6698b60d5555612d90,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700437975.6150057,10.109330654144287
2023-11-19 21:22:56.784413,0x6d95cee8c405c8bdcfaeca02799626dd20218be67a1c6b0aaab4b9fef30cc414,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700439763.4134839,13.37092924118042
2023-11-19 21:55:16.706157,0xce8938b97ed466fbe74af669f03e0252df8cec34277a27e772b55049a5c57b75,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700441706.9690425,9.737114667892456
2023-11-19 22:02:38.425619,0x93fdf6e86d3b322aa5b65db1316295a4a72286644fe8389645ebeaeae138a0e7,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700442144.614252,13.81136703491211
2023-11-19 22:07:30.165061,0xd34f1a93c35e46d4c4c9655e0703b5ced7cff7e506b4917bcfad573c823de460,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700442438.19303,11.972031593322754
2023-11-19 22:08:06.753432,0xcfefa05efde1c3fef0ac353c61d6bc3c32e0770def10fe37811f6fe42f591482,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700442480.7088764,6.0445556640625
2023-11-19 22:25:41.199386,0x7fc6f8146dcca22886b11cdd8bf3611d3ead95c5819d3ba96ce441a7eb4f9620,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700443536.7742298,4.425156831741333
2023-11-19 22:34:44.423664,0xb73edd5216557afe0a6e19e37b905365bcbf8b8fb2dfa8f9c214a60caae33666,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700444076.9112518,7.512412786483765
2023-11-19 23:16:23.054580,0x0aef574f21457f7037b4f37b65ab4135683d0b82cf9e60241f1633c758971371,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700446567.9163768,15.138203859329224
2023-11-19 23:19:31.463495,0x3b0a220fd5a4fd7c9266790b987b02c51dd5142f583246ade24b8f5f16730854,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700446759.0804691,12.383026599884033
2023-11-20 00:11:40.716261,0x508cea1c576beee55f613e41648d9f7453b3ed97e2051cd57f9afd6e5161fa16,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700449891.3238804,9.392381191253662
2023-11-20 00:27:06.908298,0xc2715e928d3af44f835dc48d558c374f0f203d9f578be61d504478e4bb5a9279,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700450815.983523,10.924776077270508
2023-11-20 00:55:58.110019,0x15bce20f1706c3d04e5c53424a19329a4aa9c7d4b2410786584c60f8abc1534f,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700452548.4814985,9.628520488739014
2023-11-20 00:59:58.766919,0xa40f6a7b0ff7fa019049174850b0b302d6ffc3b2152d0f381e34cf3ef254c559,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700452783.3883288,15.37859058380127
2023-11-20 01:38:19.762870,0x414e88807633792833e0dfb3deb5ef238c5fcba59e68a780a71d799e10879670,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700455094.263632,5.499238729476929
2023-11-20 01:38:32.251737,0x414e88807633792833e0dfb3deb5ef238c5fcba59e68a780a71d799e10879670,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700455099.7628708,12.488866329193115
2023-11-20 01:56:55.408747,0x552767c5ff9693c42b1f4beba3c684250cbd73711a979743637b6aed457e6bc5,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700456205.0620534,10.346693992614746
2023-11-20 02:47:08.571117,0x7c39765b99e37b99a2791e848bf42ed654d423e3388f176fc49010c1765b7aaf,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700459216.6728187,11.898299217224121
2023-11-20 20:23:57.782926,0x2b294e8b205af5669710cf4fc4e69b089d5a8495d551dca8cff66e6001d38820,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700522629.1901445,8.592782258987427
2023-11-20 20:24:29.659127,0x1e48e23bdfe6e9736ed682c711f1a8f1a83979b928d287eba130c87b3dc5a3e0,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700522659.6042423,10.054884910583496
2023-11-20 20:25:12.152664,0x0325b06ebeb0112550af7a9852877394d8bbb623827ec1b0c37564c3c8b374f7,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700522695.6336968,16.518967628479004
2023-11-20 20:25:12.152664,0xcb81d49dfbae181ff2194759fee546a5a7b435ae5826e1d8fdbc79bf7494cda7,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700522700.7745867,11.378077745437622
2023-11-20 21:55:56.896465,0x88f7751d105831a9e0b2e60970975ecd266cc555487f234811596a6cbb33aa75,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700528144.941777,11.95468807220459
2023-11-20 22:02:06.927432,0xfca3836175b12a67e5b9818ded86b97182daba89ef4a5893c02769996ee56ad9,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700528516.847111,10.080321788787842
2023-11-20 23:05:19.858911,0x6b0c98313ac12d121bd812952cbe90f0d5fafabb625da0337fa25a357d9d15bd,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700532306.6188502,13.240060806274414
2023-11-21 00:11:28.846183,0x0e020c4229de8c1d9a03ebed590879956208659af77b067599fafa31fbbc7792,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700536268.3636067,20.482576370239258
2023-11-21 00:52:41.787241,0x47b6eeb62a46ad087e3557815cf37c75f846f81b08d637fd34f6454d77ed23c8,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700538757.2607293,4.526511907577515
2023-11-21 01:10:41.272017,0x2c70f09b47506ec30fcfd6446501452e92e5c2aaee46c61886ee640499c54614,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700539832.5315228,8.7404944896698
2023-11-21 01:40:16.649841,0x31d62b4926fb13a4ee86eb271d8b74fdac0a885532899dfafd9ad4dcfc2f71e2,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700541606.9277596,9.722081422805786
2023-11-21 01:48:43.123257,0x06a2f994430394f08cc8171f906658b4fdda9b8c9dfc1436e61a0ff5246db3d3,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700542110.383903,12.739354610443115
2023-11-21 01:56:05.224651,0xdbff6574340fa7773ed3091f83816890b0895ef2bafbc2dbdbdcd59ce83f2e10,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700542555.1758516,10.048799753189087
2023-11-21 03:21:31.665571,0x55bf1a24e423c0d436eef2cd43f675d2543747a0b6a4fcd2d8907323b87acce4,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700547686.3479867,5.317585229873657
2023-11-21 04:59:31.453190,0xe8094f3a6d9882bea5ce947ae799fc84409e68d924cbbcb28ee0a75429abe073,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700553566.406844,5.046345949172974
2023-11-21 04:59:40.899742,0xe8094f3a6d9882bea5ce947ae799fc84409e68d924cbbcb28ee0a75429abe073,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700553571.4541807,9.44556188583374
2023-11-21 05:02:53.284500,0x33385d4a438205120e72c46b2af81b3ddc0f5e73e6430199b8f4e3c7e0209974,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700553768.717103,4.567397117614746
2023-11-21 05:03:31.712340,0xdd27b0d014451a6793f96438f89f382685bfda649183c572c2ca84edf229f033,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700553806.5569932,5.1553473472595215
2023-11-21 05:03:54.957680,0xc8c98615db794546f2466253c93336e26ab9a4b60a300de7ddb4a4045bab2f57,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700553823.535251,11.422429323196411
2023-11-21 09:28:31.139720,0xdba8bc9d01bfed778afee786c97a4dd9b6f9ba1723a2162c8f317441b7a647e7,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700569705.672841,5.466879367828369
2023-11-21 10:02:19.482889,0xbaa53c494c201bfdcf23a19dc43c5fe4680a316107025475cd32696a54a36606,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700571733.5548368,5.9280524253845215
2023-11-21 10:02:30.720662,0xbaa53c494c201bfdcf23a19dc43c5fe4680a316107025475cd32696a54a36606,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700571739.4828892,11.237773180007935
2023-11-21 10:29:30.634600,0xeaec3a62e892fc7be48bf76ab25abd885f171ad33a7b300a514265143cb9f1fb,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700573359.1468732,11.487727165222168
2023-11-21 15:40:42.209094,0xc15f1fcee91a04f21f19c3b3070637c30adf9c4fe23657eb9670361ba609a3c3,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700592036.3940973,5.814996957778931
2023-11-21 15:49:53.015843,0xf6400c1af0eb7309a3700798e70b099a63f2e3751ef1648c2d821b773d9b51cd,0x50b8f49f4b2e80e09ce8015c4e7a9c277738fd3d,1700592587.4193213,5.596522092819214
